,Zygote,2-cell,4-cell,8-cell,Morula,Blastocyst
Fkbp8,0.896614894,0.83498435,0.809231042,0.660847862,0.895282237,1.903039616
Commd2,0.939800445,0.774352615,0.684006607,0.689306722,0.858390979,2.054142632
Ufc1,0.986198502,0.969377976,0.90289804,0.864109947,0.877737813,1.399677723
Mfsd1,0.8259996,0.960114697,0.88860402,0.873961722,0.881666286,1.569653677
Pmvk,0.55679253,0.569886388,0.564035698,0.564280163,0.740423554,3.004581669
Lrba,0.49678049,0.629217922,0.538646361,0.511172011,0.747975893,3.076207326
Hat1,0.940229311,0.834699513,0.83854419,0.866559921,0.902237522,1.617729546
Cstf2,0.911848375,0.841750456,0.752109067,0.69137683,0.898157705,1.904757568
Sympk,0.836447901,0.660011424,0.633322357,0.652858437,0.827031031,2.390328852
Pold1,0.910069765,0.868521812,0.632699128,0.758563259,0.838178137,1.9919679
Anks1b,0.904607854,0.922950454,0.96443932,0.901086436,0.916794871,1.390121065
Cpt1a,0.633581136,0.518518356,0.435591242,0.498108516,0.748967764,3.165232987
Marcks,0.293298073,0.335620992,0.342295034,0.315944683,0.584950634,4.127890587
Trip12,0.924970088,0.90433729,0.741228883,0.651861573,0.856748601,1.920853567
Ttc4,0.909128692,0.997352339,0.927894988,0.898666148,0.920480142,1.346477692
Diap3,0.844616888,0.961140887,0.772690644,0.546198766,0.683991365,2.191361451
Lmna,0.650232686,0.566834159,0.634495255,0.640835967,0.738412838,2.769189096
Prkci,0.495768015,0.484283405,0.408167828,0.386453603,0.719174712,3.506152438
Slc28a3,0.405071757,0.443228094,0.388912522,0.374475121,0.66790448,3.720408027
Tra2b,0.873409278,0.923511975,0.933862828,0.796638364,0.896842437,1.57573512
Smad2,0.913275391,0.961761712,0.801141224,0.792116413,0.907663244,1.624042018
Sra1,0.989468602,0.81715453,0.671437336,0.592548358,0.710092145,2.21929903
Oxnad1,0.954206532,0.926643659,0.908630435,0.908005214,0.817584716,1.484929446
Mri1,0.836671013,0.808054026,0.888148655,0.764724396,0.871362546,1.831039365
Slc25a13,0.407900873,0.39516283,0.413016734,0.422375264,0.622077615,3.739466685
Wasf2,0.841595557,0.897674659,0.786006613,0.873262131,0.891666748,1.709794293
Pdcl3,0.802987967,0.720182414,0.721642718,0.672910652,0.859646412,2.222629838
Cap1,0.758160707,0.778967639,0.817699817,0.802773992,0.827047866,2.01534998
Picalm,0.914642378,0.792454233,0.724287541,0.661164209,0.864313956,2.043137684
Zc3hav1,0.23271075,0.141363463,0.175830635,0.190206128,0.485889765,4.773999261
Dpy30,0.948324584,0.79617719,0.757048447,0.663226377,0.840026291,1.995197112
1500003O03Rik,0.844552395,0.886003881,0.840663362,0.728938282,0.907763275,1.792078807
Snf8,0.871107949,0.879915887,0.844329522,0.888118274,0.913899841,1.602628528
Mesdc2,0.961376044,0.622367743,0.257408801,0.202241656,0.36425556,3.592350198
Plin2,0.483914734,0.637267875,0.590926552,0.529733147,0.715115395,3.043042298
Lamc1,0.506111529,0.555331669,0.498593412,0.531242701,0.706039926,3.202680764
Dcaf5,0.972239812,0.816050979,0.78568238,0.823557531,0.7431869,1.8592824
Mre11a,0.984111697,0.866212333,0.763392117,0.752483667,0.820137509,1.813662676
Fam129a,0.369683403,0.45994455,0.473831277,0.451611253,0.601175746,3.643753774
Prim1,0.697615715,0.929588939,0.636388685,0.701362739,0.784866157,2.250177767
Nt5dc3,0.877590311,0.882897979,0.850966692,0.734602517,0.636846451,2.017096053
Eya3,0.863493146,0.788082295,0.681469076,0.56187606,0.840810489,2.264268935
Gmppa,0.894106393,0.978072244,0.926390862,0.908342483,0.879795071,1.413292948
Anapc5,0.737060573,0.743527343,0.630787894,0.642583569,0.846558305,2.399482318
Faf1,0.878948631,0.766244427,0.7389654,0.774955275,0.862987657,1.977898613
Tipin,0.894091853,0.815423035,0.823783704,0.648215673,0.84603596,1.972449776
Vps28,0.95785939,0.966883066,0.863471724,0.845667914,0.840238573,1.525879334
Myo1c,0.780195426,0.823131834,0.766720967,0.74947597,0.882421914,1.998053891
Arpc2,0.92014642,0.914834656,0.93941593,0.916202301,0.852788237,1.456612457
Atp1b1,0.524179146,0.508496262,0.581470098,0.52240409,0.667746603,3.195703803
Ncaph,0.966526429,0.969402823,0.882801404,0.883166625,0.866542841,1.431559879
Flnc,0.954956259,0.954087181,0.916197694,0.890894499,0.847140902,1.436723466
Rab35,0.854523727,0.942556587,0.918485413,0.867908845,0.889316235,1.527209194
Sptlc1,0.906305897,0.798098295,0.650790031,0.671018497,0.830736395,2.143050887
Nfu1,0.850794885,0.805375619,0.842936693,0.834494972,0.872613621,1.793784212
3110040N11Rik,0.973516578,0.931546662,0.923943418,0.934382995,0.888125721,1.348484629
Pgap1,0.905454102,0.885422623,0.863591352,0.731764541,0.703403431,1.910363953
Hk2,0.393460091,0.435066542,0.421292667,0.399151799,0.615911383,3.735117519
2310044H10Rik,0.839356423,0.736047413,0.657146643,0.590861016,0.836504568,2.340083938
2310001A20Rik,0.773611719,0.889817253,0.890517281,0.784469062,0.775565738,1.886018949
Got1,0.527834289,0.571525322,0.575301289,0.567679992,0.684688013,3.072971096
Cpsf3l,0.894297374,0.903289387,0.935026816,0.902208637,0.906379731,1.458798057
Tsg101,0.974874075,0.895923702,0.81447739,0.795334134,0.832429126,1.686961577
Smc4,0.94500629,0.960717386,0.862074854,0.855963633,0.923632934,1.452604904
Lama5,0.704655774,0.334439065,0.28251336,0.335754763,0.572772731,3.76986431
Epcam,0.269601804,0.350439079,0.347269697,0.335669637,0.510339033,4.186680753
Nup88,0.97248454,0.93103487,0.867312278,0.836066654,0.896740151,1.496361508
Dab2,0.553136376,0.447944929,0.329857408,0.329310424,0.679762386,3.659988478
Bat3,0.933757038,0.902548533,0.876305984,0.892501868,0.940218256,1.454668321
Rnf160,0.873548807,0.905339234,0.759948159,0.804391988,0.895645016,1.761126798
Scrib,0.533951324,0.56602179,0.481058142,0.489642651,0.711912869,3.217413224
Egln1,0.886248311,0.92527463,0.757432598,0.736410599,0.869031699,1.825602164
Mapre3,0.837531862,0.859129788,0.599574407,0.779734938,0.676056512,2.247972494
Trap1,0.892103543,0.961381229,0.922065844,0.861039388,0.857328757,1.506081239
Ap2m1,0.831246803,0.737828029,0.657332309,0.675539921,0.834962303,2.263090637
Pola2,0.942278555,0.847126536,0.782931552,0.723085896,0.844383776,1.860193686
Upf2,0.959176489,0.936454615,0.934988756,0.947703765,0.956184954,1.265491422
Clic1,0.530585248,0.487821765,0.458972116,0.505663405,0.654365232,3.362592235
Numb,0.885551484,0.844481625,0.735606132,0.671159541,0.85648651,2.006714709
Enpep,0.293463076,0.298743412,0.307387644,0.340003246,0.474246973,4.286155651
Tjp2,0.51145319,0.575572265,0.528590964,0.541398624,0.676819986,3.166164973
Krt7,0.221839519,0.281977559,0.291767521,0.271761969,0.450815735,4.481837699
Rai14,0.626931182,0.820398596,0.757958267,0.701219326,0.671542633,2.421949998
Magt1,0.866216995,0.935105675,0.746816534,0.74575244,0.691982452,2.014125906
Ostc,0.772671308,0.8293385,0.83428873,0.785149101,0.84465983,1.933892533
Capg,0.897513136,0.78789682,0.60457914,0.686869056,0.588324209,2.434817639
Rab11fip4,0.564760438,0.56015537,0.528066493,0.576284277,0.680882734,3.089850691
Shmt2,0.746378496,0.839711383,0.802548633,0.803285909,0.815462865,1.992612715
Fbxw8,0.825644175,0.907685224,0.830012595,0.76247609,0.887700167,1.786481752
Sh3gl1,0.895279686,0.900096637,0.92041073,0.894477322,0.916860206,1.47287542
Glg1,0.930654463,0.841630635,0.724227657,0.79812563,0.751162111,1.954199505
Thumpd3,0.772889023,0.724313662,0.642485335,0.658160974,0.825385699,2.376765308
Csrp1,0.756459963,0.817808602,0.662819018,0.731276914,0.834697901,2.196937605
Ap1g1,0.945909583,0.953863584,0.856885723,0.8662655,0.913725875,1.463349737
Cdc16,0.752368972,0.709875339,0.755670748,0.691802491,0.802139809,2.288142643
Basp1,0.388779087,0.469154518,0.465784686,0.441141328,0.557587743,3.67755264
Pcnp,0.894202716,0.873978238,0.816691958,0.885856714,0.886611859,1.642658517
Ugp2,0.73384407,0.795091509,0.795912673,0.783121135,0.78509294,2.106937675
Ilkap,0.958054154,0.856786041,0.814142681,0.797837304,0.812248589,1.760931232
Dsp,0.48198468,0.529280769,0.540097726,0.534254769,0.604451199,3.309930858
Surf1,0.896909519,0.818041435,0.848959044,0.781967513,0.874513285,1.779609206
Vasp,0.467286042,0.521138529,0.471739558,0.498182739,0.623458148,3.418194987
Ap2b1,0.919648929,0.845063076,0.878094082,0.84533359,0.885945756,1.625914568
H1fx,0.669640492,0.491617147,0.3293571,0.455795538,0.631285718,3.422304007
Flna,0.937600883,0.935077697,0.875283642,0.929759275,0.913114848,1.409163658
Ugdh,0.529569387,0.569919661,0.546067993,0.585550499,0.62874404,3.140148423
Nedd4,0.659725647,0.84276205,0.659030269,0.632932271,0.771602878,2.433946886
Atr,0.911196552,0.870558044,0.753440512,0.70949877,0.829993649,1.925312476
Cnpy2,0.86848639,0.810606316,0.615460954,0.60429211,0.577223851,2.523930382
Ogt,0.906484462,0.938145692,0.917197282,0.840610635,0.854505098,1.543056832
Krt8,0.184709662,0.200485891,0.197389783,0.21254692,0.356777038,4.848090707
Smc2,0.953282286,0.950447045,0.879775532,0.867266674,0.871861498,1.477366966
Tln2,0.92273461,0.9361849,0.892545786,0.848368738,0.829753813,1.570412155
Mipep,0.881561506,0.9159415,0.875118517,0.886960016,0.820438651,1.619979812
Gfm1,0.953812513,0.925376932,0.904810879,0.855407398,0.864994562,1.495597716
Hmgn5,0.679898889,0.645837968,0.691086244,0.647535139,0.729173011,2.60646875
Cnn2,0.616383324,0.853220995,0.40571894,0.452993023,0.570108586,3.101575135
Lrrfip1,0.646699095,0.765335031,0.74811745,0.692454336,0.689585543,2.457808546
Phactr2,0.161746988,0.213081862,0.256209026,0,0.392022182,4.976939943
Timm8b,0.923809985,0.82005338,0.729031911,0.697896742,0.763827613,2.06538037
Ahnak,0.387794286,0.420920633,0.377030709,0.401938475,0.533735039,3.878580859
Slc39a7,0.812236332,0.891674402,0.864641866,0.75622125,0.777248901,1.897977251
Etl4,0.776502283,0.885295162,0.702595695,0.592460512,0.620209042,2.422937307
Soat1,0.63229524,0.394672752,0.296091811,0.321919498,0.571160415,3.783860286
Adh1,0.179921627,0.177307585,0.187966323,0.200028439,0.318076467,4.936699561
Spp1,0.458502818,0.72300368,0.557053166,0.343979449,0.301077219,3.616383669
Krt18,0.281922156,0.290224307,0.290149985,0.313578715,0.396929616,4.427195222
Krt19,0.176620271,0.170942208,0.176761758,0.183675997,0.321832205,4.970167562
Actr2,0.917667244,0.929152805,0.922401059,0.922416349,0.887927999,1.420434545
Fhod1,0.760669239,0.858244784,0.650086189,0.763956872,0.72289256,2.244150357
Ublcp1,0.857100639,0.864309603,0.865302901,0.817192677,0.894018615,1.702075565
Ptgr1,0.756892116,0.736992112,0.773845993,0.749574409,0.757546001,2.225149371
ORF19,0.888765637,0.911399873,0.893537919,0.868092783,0.828472059,1.609731731
Zfyve26,0.876525082,0.911549399,0.81218647,0.74693953,0.767442981,1.885356538
Tacstd2,0.540586406,0.759588992,0.267812705,0.380029435,0.494329926,3.557652538
Recql,0.847544885,0.780962293,0.69587267,0.549053384,0.664205817,2.462360954
Eomes,0.144734495,0.160876981,0.165145844,0.137962886,0.279671083,5.111608713
Uhrf1bp1l,0.658300229,0.819195522,0.71257499,0.593363223,0.721536051,2.495029986
Numa1,0.832455302,0.721299533,0.621961127,0.621053013,0.763146083,2.440084945
BC053393,0.122774177,0.128580191,0.124674277,0.113561379,0.250385197,5.26002478
Cryz,0.770904007,0.841921713,0.812354938,0.793487492,0.765681459,2.015650393
Hmbs,0.806775872,0.87574363,0.850846836,0.811562571,0.835670318,1.819400774
Chmp4b,0.857268008,0.887108261,0.826618485,0.784860675,0.892725033,1.751419539
Pycr2,0.906373193,0.865756844,0.825497567,0.825187459,0.896682036,1.680502902
Neu1,0.416195393,0.503346126,0.417865879,0.466257647,0.514687389,3.681647568
Efhd2,0.435377084,0.499633358,0.41820072,0.437299181,0.561517724,3.647971935
Man2a1,0.70806348,0.822040802,0.744573685,0.732545212,0.6905753,2.302201522
Vps39,0.917975991,0.893095215,0.848549028,0.890564534,0.85549217,1.594323063
Dr1,0.944716095,0.949397757,0.898209042,0.912907035,0.891519889,1.403250184
Gsn,0.819416857,0.74541139,0.686392103,0.760456391,0.761378053,2.226945206
Nxf7,0.72705189,0.730068795,0.770585358,0.671327377,0.660522388,2.440444194
BC051665,0.372655305,0.389660986,0.382332657,0.382747049,0.425311626,4.047292379
Mtdh,0.810717104,0.75488082,0.704971265,0.709576037,0.818936527,2.200918249
Havcr1,0.428891424,0.399194656,0.386194378,0.39796105,0.4840716,3.903686894
Ckap4,0.490047279,0.48602947,0.447256173,0.491870503,0.53334253,3.551454046
Gng2,0.320290204,0.368933999,0.374077078,0.307321625,0.406624367,4.222752728
Akr1b8,0.497151047,0.50199134,0.485621197,0.451165168,0.582118873,3.481952377
Rps6ka1,0.922673149,0.901129431,0.852900803,0.883660635,0.908280855,1.531355129
Stxbp2,0.888621225,0.902686465,0.809826786,0.772235665,0.783004651,1.843625212
Rfc5,0.886601191,0.933597644,0.896485476,0.847824878,0.8646348,1.570856013
Ass1,0.551731992,0.54808083,0.56108744,0.524230563,0.58813413,3.226735048
Gak,0.897006482,0.840407013,0.822317939,0.792050733,0.871217048,1.777000787
Acadvl,0.890582582,0.800455068,0.801460308,0.771549831,0.78984807,1.946104141
Gnb1,0.896487509,0.870468873,0.766546469,0.751627221,0.774224734,1.940645195
Gpa33,0.585237894,0.545320922,0.530899628,0.541214189,0.597989826,3.199337542
Tspan8,0.402358542,0.363150298,0.32924837,0.333576776,0.450201911,4.121464104
Lgals1,0.356591942,0.401131758,0.327763896,0.37114065,0.356677837,4.186693918
Gnb2,0.818287746,0.850009237,0.756764816,0.819021459,0.800220009,1.955696735
Cr1l,0.826190316,0.900933038,0.830417714,0.786022138,0.828808988,1.827627808
Tmx1,0.776593065,0.856522374,0.666773776,0.705836465,0.738928802,2.25534552
Slc9a3r1,0.568748578,0.551309115,0.54475759,0.51352684,0.578668782,3.242989097
Fabp3,0.289072615,0.240954941,0.163122778,0.139696304,0.348778549,4.818374814
Ssr1,0.773202721,0.653481746,0.620427621,0.599968294,0.682211905,2.670707714
Snd1,0.830903108,0.861800466,0.761090921,0.726081099,0.73229533,2.087829077
Lig1,0.685475381,0.630594363,0.566580665,0.5436868,0.695760036,2.877902756
Sri,0.660621543,0.671619361,0.597649701,0.63914245,0.595592167,2.83537478
Cd2ap,0.758003116,0.766539224,0.732983082,0.735834321,0.774907328,2.231732932
Slc15a2,0.404689373,0.497538943,0.348264302,0.38496633,0.470227773,3.894313281
Plec,0.612829287,0.639662877,0.594742724,0.559954228,0.657410393,2.935400492
Gss,0.767285566,0.749447353,0.745545423,0.668504193,0.766745694,2.302471772
Ech1,0.612875862,0.669386821,0.548520417,0.586522835,0.630561883,2.952132184
Fmnl2,0.784811823,0.735034791,0.594068405,0.595044516,0.667730812,2.623309655
Capzb,0.947400854,0.938263141,0.93277116,0.926201524,0.927405941,1.327957382
Pawr,0.545809375,0.568134081,0.429747015,0.447000019,0.584947177,3.424362334
Ndrg1,0.447150822,0.525361505,0.433417948,0.368782895,0.472093856,3.753192975
2610019F03Rik,0.632262332,0.632565872,0.479080967,0.448370107,0.63983062,3.167890104
Ap2a1,0.90087796,0.872595162,0.836902704,0.820561456,0.867999416,1.701063305
Iqgap3,0.806197571,0.808771919,0.712413599,0.677567207,0.778506031,2.216543676
Atp1a1,0.861846385,0.857316646,0.792230547,0.768359679,0.816386692,1.903860054
2310079N02Rik,1.142419498,0.959570111,0.95902749,0.90664767,0.933533303,1.09880193
Ankhd1,1.493503539,0.786989258,0.541642228,0.483686935,0.717392455,1.976785587
Tdrd3,1.131257305,0.925810093,0.881834507,0.764225754,0.829733996,1.467138347
H13,1.487205016,0.994190223,0.851581231,0.761030252,0.644427239,1.26156604
Rqcd1,1.166030905,0.905979143,0.915577132,0.882490045,0.906148867,1.223773909
Rbbp7,1.406231184,1.088258116,0.769342927,0.702707814,0.785967361,1.247492599
Cnot1,1.074803658,0.959328222,0.924409584,0.919894604,0.92247715,1.199086783
Jagn1,1.016198803,1.060076143,0.913830782,0.797153627,0.828811378,1.383929269
Mphosph8,1.003748723,1.093191512,0.919159519,0.732212347,0.770703915,1.480983986
Med11,1.186108104,0.877584565,0.993596445,0.779033248,0.860042767,1.303634872
Sh3bgrl2,0.977193568,1.181114137,0.911989003,0.891593726,0.764098147,1.27401142
Eif1ax,1.111649485,1.073747227,1.043030086,0.800529524,0.848768081,1.122275599
Pard3,1.016301726,1.200177423,1.024639484,0.813167825,0.714952281,1.230761262
Lpcat4,1.249441965,0.890928658,0.698546701,0.572721142,0.610046263,1.978315274
Dcun1d5,1.146067406,0.945468681,0.8143358,0.778559888,0.811052768,1.504515459
Dctn2,1.049974312,1.062871461,1.013772016,0.959888551,0.805365959,1.108127702
Gtf2b,1.135451633,1.004567359,0.766821402,0.634958637,0.715182583,1.743018388
Rnf2,1.119033768,0.999965418,0.865868574,0.888722172,0.949677798,1.176732272
Ahsa2,1.426559147,1.044021437,0.911001993,0.689895638,0.686910735,1.241611052
Cnot10,1.130222236,1.110544121,0.887569258,0.905481373,0.862034066,1.104148947
Coro1b,1.062410778,1.082135813,1.005766798,0.930988948,0.826040737,1.092656927
Ubac2,1.403575153,0.861681562,0.581496588,0.553987218,0.714254192,1.885005288
Cnot3,1.077963688,1.011474716,0.87079248,0.87009582,0.926103562,1.243569736
Fam40a,1.436094697,0.97200635,0.820048328,0.730399563,0.759435838,1.282015226
Gstz1,1.018874316,1.062179884,0.927694633,0.992338934,0.856607165,1.14230507
Ankle2,1.122454581,1.057881152,0.909719183,0.895307742,0.924070466,1.090566878
Chmp7,1.204845822,1.039081571,0.968936236,0.809954694,0.849228138,1.127953539
1700021K19Rik,1.184236751,1.060313956,0.943316888,0.874047742,0.830878646,1.107206018
Drap1,1.027562097,0.994345467,0.954927003,0.922664413,0.866254368,1.234246654
Hirip3,1.222411107,1.124266427,0.898854379,0.805292352,0.804515889,1.144659848
Sh3glb1,1.08597191,1.118899589,1.001534874,0.87584188,0.799273129,1.118478621
Hn1,1.187123435,0.972249341,0.886514672,0.902396477,0.899759241,1.151956836
Erp29,1.299705068,1.135619179,0.948715014,0.789263282,0.627861364,1.198836094
Ktn1,1.300093689,1.120187442,0.902525476,0.789999561,0.703329534,1.183864298
Xrcc6,1.370304308,0.959053562,0.897766531,0.777279915,0.751652063,1.243943623
Gtpbp1,1.052618069,1.073008922,1.000860133,0.947889283,0.819502724,1.106120871
Kif2a,1.313692561,0.942890285,0.842927865,0.834952548,0.81640768,1.249129064
Pgam5,1.112698612,0.958273229,0.949831267,0.895956124,0.941324168,1.141916601
Scamp3,1.091442921,1.067094182,1.02744874,0.858673591,0.849398575,1.105941992
Rpn1,1.358769894,1.26287328,0.817736658,0.70898084,0.579503719,1.272135612
Necap2,1.160079009,1.056045831,1.006397016,0.894127075,0.749066939,1.134284132
Ptk2,1.0029209,1.085794533,0.965377948,0.802814107,0.7755581,1.367534413
Slc7a1,1.043571326,1.016349462,0.929365276,0.877917639,0.663639707,1.46915659
Atp13a1,1.961336058,0.788511321,0.542092998,0.402799924,0.454662662,1.85059704
Cnot2,1.192477643,0.979654977,0.860694574,0.859253156,0.905288987,1.202630664
Ankrd13d,1.015100593,1.138441653,0.971844581,0.863353915,0.830312665,1.180946594
2310016M24Rik,1.239935217,0.855399245,0.922040218,0.812467094,0.769902373,1.400255855
Ghdc,1.009027803,1.159327492,0.93885053,0.872412479,0.791110872,1.229270825
Rheb,1.244702603,0.968310049,0.937182094,0.803077619,0.853223657,1.193503981
D17Wsu104e,1.240992451,1.193941374,0.95651708,0.773366426,0.608025968,1.227156703
Nup98,1.086595291,1.018907851,0.837388392,0.873357793,0.853291286,1.330459392
Ndufb5,1.127993436,0.958416019,0.939765805,0.957700293,0.884495398,1.131629051
Wdhd1,1.157169788,0.96060586,0.840369396,0.745609323,0.811809163,1.48443647
Birc6,1.066298012,1.057167613,0.830807804,0.860846497,0.833005293,1.351874783
Cog6,1.11656897,1.036840797,0.95664662,0.903064073,0.906523274,1.080356266
Txndc12,2.097695814,0.736689568,0.356032642,0.309842758,0.337352442,2.162386778
Alg5,1.033541873,1.069917098,1.037247404,0.89193579,0.775182953,1.192174884
Ctage5,1.1677482,1.004499969,0.957666488,0.89751214,0.858252825,1.114320379
Arhgap17,1.025584924,1.014979266,0.963016301,0.899226875,0.816052442,1.281140193
Rras,1.00417524,1.037461228,0.973832345,0.930366523,0.919108462,1.135056204
Gnb4,1.118793775,1.100029263,0.968233872,0.908024511,0.771008301,1.133910281
Rbbp4,1.296696728,0.98579639,0.735630519,0.682303283,0.830391948,1.469181134
Ehd4,1.015836469,1.042586527,1.007157062,0.946638213,0.853402168,1.134379564
Ranbp9,1.091938258,1.0009033,0.876510261,0.819057324,0.846895519,1.36469534
Rala,1.066890923,1.073579683,1.013524914,0.919469462,0.740530363,1.186004655
Fam98a,1.040731505,1.022992178,1.008860556,0.962071698,0.90194791,1.063396155
Oat,1.042154112,1.044132448,0.970918926,0.87371714,0.650775424,1.418301951
Fbxl19,1.026924735,1.18598881,0.952615978,0.833166325,0.663620122,1.337684031
Tex264,1.047967501,1.106850204,0.874804621,0.753094294,0.778434844,1.438848536
Scamp4,1.041545095,0.981220423,0.978290585,0.937229864,0.93794015,1.123773885
Pet117,1.324009599,0.947834249,0.799308406,0.784737333,0.786646141,1.357464274
Apip,1.062684414,1.098206734,0.965717235,0.920979477,0.824714886,1.127697255
Chmp1a,1.05506411,1.048633322,0.947082161,0.975625499,0.883286744,1.090308166
Ppib,1.134144971,1.140587132,1.063120772,0.730917416,0.580837941,1.35039177
Nup93,1.032576339,1.075879106,0.970365619,0.936963145,0.881099837,1.103115956
Med28,1.248455817,0.987084435,0.853923352,0.751120959,0.850136039,1.309279399
Agfg2,1.167533731,1.088376455,0.905991312,0.731317109,0.865744979,1.241036415
Sart3,1.211682385,1.031843641,0.891313144,0.793103966,0.861601241,1.210455624
Por,1.124120309,1.087626347,1.009367022,0.833244004,0.771025691,1.174616627
2810405K02Rik,1.224140826,0.962459677,0.782255859,0.65171377,0.634395389,1.745034481
Epb4.1l5,1.044815423,1.127212096,0.881236109,0.78212132,0.711557778,1.453057275
Exoc4,1.036558702,1.034701753,0.963765523,0.860393651,0.806359579,1.298220793
2510003E04Rik,1.287289757,1.052429135,0.894864432,0.758897315,0.76272393,1.243795433
Clptm1,1.425052495,0.92147289,0.683174464,0.564538179,0.634684109,1.771077865
Golga4,1.08238775,1.073034627,0.837175819,0.798968438,0.74513946,1.463293907
Msn,1.038718613,1.040759206,0.989493671,0.932313013,0.811125165,1.187590334
Ezr,1.05434461,0.995422397,0.985679118,0.966356832,0.867208834,1.13098821
Dhfr,1.094653868,0.989146028,0.963688953,0.878047336,0.922840401,1.151623416
Nomo1,1.062902323,1.002697662,0.944980814,0.870474031,0.811676564,1.307268608
Mgat5,1.314074506,1.002602962,0.888353145,0.759787767,0.739613812,1.29556781
Spcs3,1.243371159,0.964377988,0.854414897,0.694663051,0.780756151,1.462416756
Aars2,1.079253086,0.981529485,0.941585838,0.894895749,0.819862616,1.282873227
Tspan31,1.120829345,0.988037206,0.893299485,0.800549945,0.767026849,1.430257172
Pik3c2a,1.256160056,0.986823097,0.749500952,0.664322819,0.677918473,1.665274604
Elovl1,1.696069359,0.927011967,0.735182393,0.44579788,0.422435806,1.773502597
Derl2,1.289838903,1.119275016,0.595337085,0.555500469,0.551955732,1.888092798
Slain2,1.101922019,1.067611016,1.003970669,0.86283597,0.787654649,1.176005679
Tbcb,1.242778103,1.121273709,0.783968596,0.784452322,0.753871474,1.313655797
Spcs2,1.259012414,0.960837626,0.867720547,0.765227445,0.780990882,1.366211088
Tbc1d10a,1.129559343,0.973200871,0.924918155,0.82148323,0.819163701,1.331674701
Sec24c,1.037456035,1.032327708,0.952760109,0.927413426,0.849634893,1.200407829
Dcaf7,1.109688023,1.123418872,0.832406502,0.819702106,0.786299414,1.328485084
Ccdc75,1.279162372,0.939337667,0.821844039,0.721045292,0.639546509,1.599064122
Fam192a,1.26422472,1.02200513,0.888037232,0.807548106,0.744877418,1.273307394
Arfgef1,1.122620519,1.119632767,0.951616816,0.840116501,0.745753713,1.220259686
Arfgef2,1.118323644,1.144038021,0.943279002,0.813640041,0.703880962,1.276838332
Ccdc99,1.044528506,1.058832927,0.949718047,0.906063775,0.823392565,1.217464183
Ube4a,1.076414798,1.07562085,0.986504397,0.855866367,0.802529642,1.203063947
4930455C21Rik,1.045727745,1.020736873,0.970500344,0.936043129,0.854583694,1.172408216
Ndufa13,1.092095175,0.994132726,0.963544162,0.932083036,0.824589596,1.193555306
Galk2,1.043064949,1.04367709,0.980994592,0.941120613,0.898193334,1.092949423
Atp2b1,1.084425049,1.003599974,0.944329565,0.868974868,0.87356194,1.225108605
Tbc1d10b,1.134530099,0.989057818,0.918273547,0.895890678,0.847408393,1.214839465
Clta,1.082428613,1.024391634,0.929754664,0.946911541,0.874517494,1.141996056
Sec16a,1.059940841,1.063910121,0.931313559,0.882582436,0.834510918,1.227742127
Rps6ka3,1.067009689,1.017583582,0.92967069,0.91515412,0.883985825,1.186596096
Ndufb11,1.093881876,1.004375844,0.924448376,0.917389933,0.843323921,1.216580051
Ptp4a2,1.228136528,1.049903168,0.930483924,0.776385681,0.723721756,1.291368944
Gcdh,1.147454749,1.039384723,0.873717431,0.866111244,0.823560143,1.249771712
Cog5,1.067099795,1.00592369,0.982601234,0.938222099,0.883092635,1.123060548
Ndufb10,1.082229279,1.010885419,0.942905379,0.904957552,0.825743979,1.233278394
Spcs1,1.211171244,1.151737023,0.817905608,0.664241743,0.664623406,1.490320978
Sec63,1.143233338,1.046662353,0.932881514,0.882706638,0.732360424,1.262155734
Myo19,1.196807644,1.055854318,0.815733238,0.7895669,0.711785977,1.430251925
Ppp1r9b,1.421479576,1.059080043,0.797539684,0.633086326,0.492672994,1.596141378
Rpa1,1.159300359,1.011124301,0.901798137,0.811825018,0.735032002,1.380920185
Rsc1a1,1.098381336,1.04153656,0.92251899,0.888421773,0.85484542,1.194295924
Rer1,0.866653889,0.86725677,0.837962452,0.998154509,1.043738298,1.386234084
Ckap2,0.824134524,0.870226487,1.001351566,0.984417216,1.001040938,1.31882927
Safb,0.731041238,0.690425299,0.974595163,0.894389351,1.042861324,1.666687627
Trim24,0.560722137,0.698940631,0.648013728,0.783371187,1.187229288,2.12172303
Mapre1,0.788441406,0.94601765,0.96763136,1.002149674,1.021136006,1.274623905
Med17,0.720251051,0.428387459,0.55349152,0.857201264,1.230866549,2.209802158
Wdr91,0.728670097,0.741229906,0.652232754,0.809601869,1.214752738,1.853512638
Decr1,0.720952043,0.914454902,0.955564549,1.016455311,1.021026066,1.371547129
Pabpc2,0.885784685,0.586766081,0.73846388,0.87972102,1.240417219,1.668847116
Cs,0.746293405,0.907002519,0.97730375,1.025430665,1.025919026,1.318050637
Kpna4,0.715191806,0.904865169,0.95786386,0.947495227,1.027788114,1.446795825
Uba2,0.859573334,0.901712999,0.997337385,0.953607422,1.015811697,1.271957165
Gm10110,0.896391093,0.744535279,0.818727572,0.849424275,1.195649658,1.495272125
Rbm22,0.64549811,0.383020676,0.597533763,0.790067138,1.230672094,2.353208221
Gsk3a,0.823510322,0.904660848,0.921057231,1.054880028,1.069935274,1.225956299
Gapvd1,0.851531757,0.892613574,0.909448265,1.045638074,1.002549465,1.298218865
